Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,EUR=,XAU=,GDX,GLD
2014-12-15,27.05625,46.67,35.92,15.3035,185.54,199.51,1.2436,1192.21,17.34,114.39
2014-12-16,26.68625,45.16,35.56,14.753,183.31,197.91,1.251,1196.21,17.1,114.95
2014-12-17,27.3525,45.74,36.24,14.944,185.03,201.79,1.2341,1188.2,17.98,114.27
2014-12-18,28.1625,47.52,37.02,14.886500000000002,191.61,206.78,1.2285,1197.65,18.76,115.15
2014-12-19,27.945,47.66,36.37,14.995,193.28,206.52,1.2226,1195.35,18.53,114.77
2014-12-22,28.235,47.98,37.21,15.327000000000002,194.44,207.47,1.2229,1174.66,17.46,112.55
2014-12-23,28.135,48.45,37.43,15.314250000000001,195.5,207.75,1.2171,1175.2,17.3,112.74
2014-12-24,28.0025,48.14,37.44,15.151499999999999,195.89,207.77,1.2193,1173.3,17.77,112.77
2014-12-25,,,,,,,1.2221,,,
2014-12-26,28.4975,47.88,37.55,15.4545,195.45,208.44,1.2175,1194.65,18.24,114.83
2014-12-29,28.4775,47.45,37.18,15.602000000000002,196.19,208.72,1.2151,1182.71,17.82,113.67
2014-12-30,28.13,47.02,36.76,15.515,195.71,207.6,1.2156,1199.86,18.45,115.2
2014-12-31,27.595,46.45,36.29,15.517500000000002,193.83,205.54,1.2097,1183.55,18.38,113.58
2015-01-01,,,,,,,1.2102,1181.6,,
2015-01-02,27.3325,46.76,36.36,15.426,194.41,205.43,1.2,1188.68,18.94,114.08
2015-01-05,26.5625,46.325,35.95,15.1095,188.34,201.72,1.1931,1203.7,19.44,115.8
2015-01-06,26.565,45.65,35.28,14.764500000000002,184.53,199.82,1.1888,1218.45,20.47,117.12
2015-01-07,26.9375,46.23,36.02,14.921000000000001,187.28,202.31,1.1837,1210.05,20.09,116.43
2015-01-08,27.9725,47.59,36.69,15.023,190.27,205.9,1.1792,1208.63,19.79,115.94
2015-01-09,28.0025,47.19,36.76,14.8465,187.35,204.25,1.1839,1222.65,20.71,117.26
2015-01-12,27.3125,46.6,36.6,14.570500000000003,185.07,202.65,1.1833,1233.26,21.49,118.56
2015-01-13,27.555,46.355,36.5,14.737000000000002,184.93,202.08,1.1772,1230.36,20.55,118.16
2015-01-14,27.45,45.955,36.35,14.663499999999999,180.23,200.86,1.1789,1229.55,20.31,117.97
2015-01-15,26.705,45.48,36.19,14.3475,178.49,199.0199,1.1628,1261.16,21.48,120.94
2015-01-16,26.4975,46.24,36.45,14.537,177.23,201.63,1.1567,1279.81,22.16,122.52
2015-01-19,,,,,,,1.1604,1276.7,,
2015-01-20,27.18,46.39,36.09,14.472000000000001,175.63,202.055,1.1549,1293.56,22.94,124.2
2015-01-21,27.3875,45.92,36.48,14.8625,177.15,203.08,1.1608,1293.06,22.54,124.23
2015-01-22,28.1,47.13,36.91,15.516,182.04,206.1,1.1365,1301.23,22.42,125.23
2015-01-23,28.245,47.18,36.445,15.6195,180.49,204.97,1.1207,1294.15,21.74,124.23
2015-01-26,28.275,47.01,35.805,15.483000000000002,180.42,205.45,1.1237,1280.86,22.15,122.99
2015-01-27,27.285,42.66,34.185,15.3375,176.49,202.74,1.1381,1292.08,22.88,124.4
2015-01-28,28.8275,41.19,33.775,15.195500000000003,173.05,200.14,1.1286,1284.35,21.97,123.42
2015-01-29,29.725,42.01,34.21,15.588999999999999,175.99,201.9902,1.1319,1256.5,21.59,120.76
2015-01-30,29.29,40.4,33.04,17.726499999999998,172.41,199.45,1.1286,1282.8,22.29,123.45
2015-02-02,29.6575,41.28,33.65,18.2235,175.49,201.92,1.134,1274.69,22.45,122.42
2015-02-03,29.6625,41.6,33.7,18.177500000000002,180.24,204.84,1.1479,1259.71,21.87,121.05
2015-02-04,29.89,41.84,33.6,18.2375,178.78,204.06,1.1344,1269.65,22.27,121.58
2015-02-05,29.985,42.45,33.94,18.6945,180.77,206.12,1.1475,1264.4,22.58,121.79
2015-02-06,29.7325,42.41,33.295,18.714,183.43,205.55,1.1313,1233.22,21.33,118.64
2015-02-09,29.93,42.36,32.93,18.528000000000002,182.22,204.63,1.1323,1238.93,21.69,119.17
2015-02-10,30.505,42.6,33.7,18.64975,184.56,206.81,1.1319,1233.8,21.28,118.47
2015-02-11,31.22,42.38,33.55,18.757,187.65,206.93,1.1331,1218.66,20.86,117.07
2015-02-12,31.615,43.09,34.125,18.858500000000003,189.78,208.92,1.1402,1222.2,21.15,117.34
2015-02-13,31.77,43.87,34.36,19.0915,189.0,209.78,1.1383,1229.2,21.26,117.98
2015-02-16,,,,,,,1.1352,1231.1,,
2015-02-17,31.9575,43.58,34.735,18.7715,190.02,210.11,1.141,1209.0,20.57,116.01
2015-02-18,32.17875,43.53,34.265,18.6685,188.67,210.13,1.1395,1212.61,21.04,116.34
2015-02-19,32.1125,43.5,34.21,18.94975,189.11,209.98,1.1366,1207.05,20.54,115.94
2015-02-20,32.37375,43.855,34.41,19.183000000000003,191.51,211.239,1.1378,1201.91,20.45,115.28
2015-02-23,33.25,44.15,33.76,19.007,190.31,211.209,1.133,1201.42,20.54,115.43
2015-02-24,33.0425,44.09,34.41,18.9295,192.22,211.81,1.1339,1199.51,20.42,115.26
2015-02-25,32.1975,43.99,33.945,19.268500000000003,191.72,211.63,1.1361,1204.4,20.79,115.7
2015-02-26,32.60375,44.055,33.65,19.240000000000002,192.2,211.38,1.1196,1208.3,20.96,116.07
2015-02-27,32.115,43.85,33.25,19.008000000000003,189.79,210.66,1.1193,1212.55,21.28,116.16
2015-03-02,32.2725,43.88,34.06,19.28275,191.79,211.99,1.1183,1206.7,20.76,115.68
2015-03-03,32.34,43.28,34.095,19.230500000000003,191.27,211.12,1.1174,1203.31,20.38,115.47
2015-03-04,32.135,43.055,34.12,19.136000000000003,189.67,210.2301,1.1077,1199.45,20.04,115.11
2015-03-05,31.6025,43.11,33.73,19.3915,190.08,210.46,1.1028,1198.2,20.08,115.0
2015-03-06,31.65,42.36,33.19,19.0045,186.91,207.5,1.0843,1166.72,18.58,111.86
2015-03-09,31.785,42.85,32.72,18.928,187.93,208.36,1.085,1166.55,17.91,111.97
2015-03-10,31.1275,42.03,31.7,18.4755,182.71,204.98,1.0697,1161.18,17.67,111.42
2015-03-11,30.56,41.98,32.33,18.3185,184.18,204.5,1.0545,1154.05,18.2,110.75
2015-03-12,31.1125,41.02,30.8,18.712,189.95,207.1,1.0635,1153.3,18.07,110.72
2015-03-13,30.8975,41.38,30.93,18.529,189.34,205.8272,1.0493,1158.73,18.07,110.88
2015-03-16,31.2375,41.56,30.83,18.6675,191.9,208.58,1.0566,1153.84,18.11,110.81
2015-03-17,31.76,41.695,30.59,18.596,190.57,207.96,1.0597,1148.55,17.93,110.21
2015-03-18,32.1175,42.5,30.89,18.75675,192.32,210.46,1.0865,1166.75,18.84,112.37
2015-03-19,31.87375,42.285,30.74,18.662000000000003,189.97,209.5,1.0659,1170.9,18.71,112.29
2015-03-20,31.475,42.88,31.31,18.924500000000002,193.13,210.41,1.082,1182.18,19.33,113.57
2015-03-23,31.8025,42.855,31.2,18.7555,191.96,210.0,1.0945,1188.7,19.75,114.29
2015-03-24,31.6725,42.9,30.79,18.7045,191.28,208.82,1.0924,1192.73,19.64,114.57
2015-03-25,30.845,41.46,29.89,18.548,187.35,205.76,1.0969,1195.25,19.36,114.73
2015-03-26,31.06,41.21,30.08,18.367500000000003,187.24,205.27,1.0883,1203.98,19.07,115.48
2015-03-27,30.8125,40.97,32.0,18.528000000000002,188.06,205.74,1.0887,1198.8,18.84,115.06
2015-03-30,31.5925,40.96,31.46,18.729499999999998,191.02,208.25,1.0832,1185.7,18.47,113.75
2015-03-31,31.1075,40.655,31.27,18.605,187.97,206.43,1.073,1183.1,18.24,113.66
2015-04-01,31.0625,40.72,30.81,18.51275,192.23,205.7,1.0762,1204.0,19.21,115.6
2015-04-02,31.33,40.29,30.81,18.6125,191.55,206.435,1.0881,1201.84,18.99,115.28
2015-04-03,,,,,,,1.0976,1210.15,,
2015-04-06,31.8375,41.545,31.04,18.852,192.05,207.83,1.0921,1214.3,19.7,116.69
2015-04-07,31.5025,41.53,31.26,18.7205,192.39,207.28,1.0813,1208.2,19.19,116.11
2015-04-08,31.4,41.42,31.31,19.06,192.56,207.975,1.0779,1202.4,19.09,115.47
2015-04-09,31.64,41.48,31.24,19.177000000000003,194.89,208.9,1.0658,1194.46,18.91,114.67
2015-04-10,31.775,41.72,31.93,19.1325,195.64,210.04,1.0602,1207.65,19.45,115.966
2015-04-13,31.7125,41.76,31.73,19.118000000000002,195.58,209.09,1.0566,1198.27,19.26,115.14
2015-04-14,31.575,41.65,31.49,19.2555,197.72,209.49,1.0652,1193.08,19.41,114.44
2015-04-15,31.695,42.255,32.83,19.1725,201.1,210.43,1.0684,1201.3,19.98,115.43
2015-04-16,31.5425,42.16,32.87,19.302000000000003,200.21,210.37,1.076,1197.15,19.74,115.03
2015-04-17,31.1875,41.615,32.47,18.778000000000002,197.35,207.95,1.0805,1204.15,19.72,115.6
2015-04-20,31.9,42.905,32.73,19.4755,198.1,209.85,1.0736,1196.1,19.83,114.72
2015-04-21,31.7275,42.635,32.43,19.559,196.84,209.6,1.0733,1202.28,19.97,115.38
2015-04-22,32.155,42.985,32.7,19.490000000000002,198.32,210.63,1.0725,1186.9,19.3101,113.83
2015-04-23,32.4175,43.34,32.35,19.4995,199.31,211.16,1.0824,1193.6,19.78,114.66
2015-04-24,32.57,47.87,32.08,22.255000000000003,197.99,211.6499,1.0872,1178.87,19.36,113.05
2015-04-27,33.1625,48.03,32.5,21.928,196.52,210.77,1.0886,1201.55,19.76,115.33
2015-04-28,32.64,49.155,33.02,21.465500000000002,197.49,211.44,1.098,1211.6,20.53,116.33
2015-04-29,32.16,49.06,32.885,21.468500000000002,198.56,210.57,1.1129,1204.3,20.72,115.51
2015-04-30,31.2875,48.64,32.55,21.089,196.42,208.46,1.1222,1183.85,20.11,113.47
2015-05-01,32.2375,48.655,33.42,21.143500000000003,197.53,210.72,1.12,1178.1,20.27,113.08
2015-05-04,32.175,48.24,33.43,21.152,199.3,211.32,1.1144,1187.8,20.41,114.1
2015-05-05,31.45,47.6,32.64,21.0595,197.29,208.9,1.1184,1192.83,20.22,114.42
2015-05-06,31.2525,46.28,32.22,20.955000000000002,196.25,208.04,1.1351,1191.3,19.71,114.36
2015-05-07,31.315,46.7,32.245,21.344,197.39,208.87,1.1265,1184.3,19.83,113.42
2015-05-08,31.905,47.75,32.8,21.6845,200.5,211.62,1.1203,1187.65,19.97,113.97
2015-05-11,31.58,47.37,32.69,21.642500000000002,201.73,210.605,1.1154,1183.7,20.02,113.53
2015-05-12,31.46625,47.35,32.25,21.551000000000002,200.53,209.98,1.1213,1193.1,20.29,114.5
2015-05-13,31.5025,47.625,32.64,21.343500000000002,201.43,210.02,1.1355,1215.23,20.78,116.55
2015-05-14,32.2375,48.72,32.97,21.614,202.62,212.21,1.1408,1221.12,20.82,117.18
2015-05-15,32.1925,48.295,32.99,21.3,202.97,212.44,1.1451,1223.1,20.72,117.53
2015-05-18,32.5475,48.01,33.41,21.262,204.66,213.1,1.1314,1225.24,20.75,117.52
2015-05-19,32.5175,47.58,33.15,21.0855,205.4,213.03,1.1147,1207.34,20.0,115.89
2015-05-20,32.515,47.58,33.37,21.193,205.08,212.88,1.1091,1209.17,20.08,116.08
2015-05-21,32.8475,47.42,33.55,21.581500000000002,204.95,213.5,1.1112,1205.95,19.94,115.69
2015-05-22,33.135,46.9,33.45,21.381500000000003,207.8,212.99,1.1015,1205.88,19.83,115.6
2015-05-25,,,,,,,1.0975,1206.8,,
2015-05-26,32.405,46.59,33.105,21.273500000000002,206.38,210.7,1.0873,1186.55,19.245,113.91
2015-05-27,33.01125,47.61,33.71,21.571,209.06,212.7,1.0903,1187.4,19.44,113.89
2015-05-28,32.945,47.45,34.01,21.328500000000002,208.48,212.46,1.0946,1187.7,19.6,114.02
2015-05-29,32.57,46.86,34.46,21.4615,206.19,211.14,1.0987,1189.75,19.58,114.1
2015-06-01,32.63375,47.23,33.905,21.546000000000003,207.81,211.57,1.0925,1188.65,19.49,114.0
2015-06-02,32.49,46.92,33.27,21.549500000000002,206.43,211.36,1.1152,1193.34,19.78,114.46
2015-06-03,32.53,46.85,32.73,21.8295,208.29,211.92,1.1274,1184.75,19.41,113.64
2015-06-04,32.34,46.36,32.31,21.539,208.87,210.1292,1.1237,1176.05,19.07,112.84
2015-06-05,32.1625,46.14,31.84,21.3475,210.45,209.77,1.1111,1171.25,18.83,112.24
2015-06-08,31.95,45.73,31.3,21.175,209.79,208.48,1.1291,1173.45,19.02,112.57
2015-06-09,31.855,45.65,31.25,21.274,209.02,208.45,1.1283,1176.2,18.78,112.82
2015-06-10,32.22,46.61,31.82,21.5385,213.13,210.95,1.1324,1185.98,18.96,113.78
2015-06-11,32.1475,46.44,31.85,21.648500000000002,213.94,211.63,1.1257,1181.8,18.74,113.26
2015-06-12,31.7925,45.97,31.32,21.496000000000002,213.06,210.01,1.1268,1180.3,18.55,113.23
2015-06-15,31.73,45.475,31.39,21.183500000000002,211.76,209.11,1.1283,1185.9,18.59,113.73
2015-06-16,31.9,45.83,31.635,21.363,213.56,210.25,1.1246,1181.45,18.33,113.32
2015-06-17,31.825,45.97,31.95,21.390500000000003,212.93,210.59,1.1335,1185.05,18.86,113.85
2015-06-18,31.97,46.72,32.38,21.9695,214.6,212.78,1.1358,1200.92,19.1,115.32
2015-06-19,31.65,46.1,32.07,21.746000000000002,213.19,210.81,1.1352,1199.76,18.64,115.12
2015-06-22,31.9025,46.23,32.26,21.814500000000002,216.51,211.89,1.134,1184.7,18.33,113.64
2015-06-23,31.7575,45.91,32.085,22.299500000000002,218.4,212.04,1.1169,1177.94,18.38,112.89
2015-06-24,32.0275,45.635,31.91,22.042,214.43,210.5,1.1205,1174.8,18.36,112.59
2015-06-25,31.875,45.65,31.99,22.005000000000003,212.82,209.86,1.1204,1172.83,18.17,112.44
2015-06-26,31.6875,45.26,31.02,21.905,213.17,209.82,1.1164,1174.58,18.09,112.56
2015-06-29,31.1325,44.37,30.39,21.493000000000002,207.65,205.42,1.1235,1179.95,17.9,113.07
2015-06-30,31.35625,44.15,30.415,21.7045,208.79,205.85,1.1135,1172.2,17.76,112.37
2015-07-01,31.65,44.445,30.18,21.869500000000002,209.94,207.5,1.1052,1168.5,17.28,111.98
2015-07-02,31.61,44.4,30.555,21.8855,209.2,207.31,1.1083,1165.75,17.63,111.76
2015-07-03,,,,,,,1.1112,1167.44,,
2015-07-06,31.5,44.39,30.04,21.802000000000003,208.04,206.72,1.1055,1169.65,17.85,112.06
2015-07-07,31.4225,44.3,29.9,21.836000000000002,208.21,208.02,1.101,1155.15,16.98,110.76
2015-07-08,30.6425,44.24,29.5,21.485,204.06,204.53,1.1075,1157.85,16.86,111.09
2015-07-09,30.0175,44.52,28.93,21.7195,204.81,204.9,1.1036,1159.15,16.93,111.36
2015-07-10,30.82,44.61,29.17,22.1755,207.19,207.48,1.1162,1163.56,16.75,111.49
2015-07-13,31.415,45.54,29.73,22.7785,210.12,209.77,1.1002,1157.6,16.8,110.99
2015-07-14,31.4025,45.62,29.65,23.2785,212.16,210.68,1.1009,1155.03,16.69,110.74
2015-07-15,31.705,45.76,29.69,23.0595,212.96,210.61,1.0947,1149.25,16.31,110.16
2015-07-16,32.1275,46.66,29.9,23.774,211.18,212.3,1.0874,1144.65,16.15,109.76
2015-07-17,32.405,46.62,29.47,24.1505,212.46,212.48,1.0828,1133.6,15.42,108.65
2015-07-20,33.0175,46.92,29.1,24.405,212.39,212.59,1.0825,1096.55,13.76,105.7
2015-07-21,32.6875,47.28,28.72,24.400000000000002,211.5,211.75,1.0936,1101.01,14.12,105.37
2015-07-22,31.305,45.54,28.605,24.4135,213.25,211.37,1.0933,1092.95,14.08,104.8
2015-07-23,31.29,46.11,28.595,24.109,211.05,210.18,1.0981,1090.4,13.62,104.33
2015-07-24,31.125,45.94,28.06,26.471,207.35,208.0,1.0982,1098.35,14.08,105.35
2015-07-27,30.6925,45.35,28.35,26.5705,205.02,206.79,1.1091,1094.02,13.57,104.86
2015-07-28,30.845,45.34,28.96,26.3015,206.24,209.33,1.1058,1094.95,13.69,105.02
2015-07-29,30.7475,46.29,29.01,26.450000000000003,206.84,210.77,1.0984,1096.31,13.97,105.17
2015-07-30,30.5925,46.88,28.91,26.838,207.2,210.82,1.0931,1087.49,13.46,104.27
2015-07-31,30.325,46.7,28.95,26.8075,205.07,210.5,1.0987,1095.4,13.75,104.93
2015-08-03,29.61,46.81,29.05,26.7515,204.69,209.79,1.0949,1085.75,13.27,104.1
2015-08-04,28.66,47.54,29.13,26.595,205.17,209.38,1.088,1087.0,13.29,104.31
2015-08-05,28.85,47.58,29.12,26.8505,205.7,210.07,1.0904,1084.65,13.09,103.93
2015-08-06,28.7825,46.62,29.01,26.473000000000003,205.09,208.35,1.0923,1089.01,13.37,104.39
2015-08-07,28.88,46.74,28.88,26.131,203.44,207.95,1.0965,1093.8,13.4,104.65
2015-08-10,29.93,47.33,29.64,26.200000000000003,205.97,210.57,1.1016,1104.11,14.29,105.72
2015-08-11,28.3725,46.41,28.97,26.373000000000005,201.7,208.67,1.104,1108.61,14.52,106.26
2015-08-12,28.81,46.74,29.46,26.2955,201.13,208.92,1.1156,1124.9,15.52,107.75
2015-08-13,28.7875,46.73,28.87,26.483,200.74,208.66,1.1148,1114.65,14.64,106.86
2015-08-14,28.99,47.0,29.02,26.576,202.02,209.42,1.1106,1113.7,14.49,106.85
2015-08-17,29.29,47.32,29.08,26.761000000000003,202.57,210.59,1.108,1117.26,15.04,107.13
2015-08-18,29.125,47.27,28.91,26.751,201.18,209.98,1.1018,1117.61,14.77,107.11
2015-08-19,28.7525,46.61,28.36,26.646,200.95,208.32,1.1117,1134.06,15.2,108.55
2015-08-20,28.1625,45.66,27.53,25.789,196.75,203.97,1.1241,1152.76,15.82,110.44
2015-08-21,26.44,43.07,26.56,24.7235,187.74,197.83,1.1387,1160.65,15.39,111.13
2015-08-24,25.78,41.68,26.25,23.1685,179.46,189.5,1.1618,1154.65,14.13,110.53
2015-08-25,25.935,40.47,25.87,23.3185,178.22,187.27,1.1514,1140.25,13.67,109.16
2015-08-26,27.4225,42.71,27.3,25.0385,184.4,194.46,1.1315,1125.15,13.04,107.67
2015-08-27,28.23,43.9,27.72,25.9185,189.21,199.27,1.1243,1125.31,13.79,107.73
2015-08-28,28.3225,43.93,28.42,25.9005,187.75,199.28,1.1179,1133.56,14.25,108.7
2015-08-31,28.19,43.52,28.54,25.6445,188.6,197.67,1.1211,1134.1,14.11,108.82
2015-09-01,26.93,41.82,27.82,24.827,182.12,191.77,1.1317,1139.7,13.67,109.2
2015-09-02,28.085,43.36,28.6,25.527500000000003,184.51,195.41,1.1226,1133.65,13.63,108.62
2015-09-03,27.5925,43.5,29.08,25.236000000000004,185.06,195.55,1.1121,1124.85,13.38,107.84
2015-09-04,27.3175,42.61,28.52,24.950000000000003,180.38,192.59,1.1146,1122.6,13.39,107.49
2015-09-07,,,,,,,1.1167,1119.1,,
2015-09-08,28.0775,43.89,29.5,25.877,185.88,197.43,1.1199,1121.4,13.55,107.52
2015-09-09,27.5375,43.07,29.24,25.8445,185.68,194.79,1.1204,1105.7,13.13,106.13
2015-09-10,28.1425,43.29,29.27,26.112000000000002,185.91,195.85,1.1276,1111.15,13.12,106.38
2015-09-11,28.5525,43.48,29.47,26.472000000000005,185.27,196.74,1.1339,1107.5,13.21,106.16
2015-09-14,28.8275,43.04,29.39,26.069000000000003,183.94,196.01,1.1318,1108.4,13.07,106.22
2015-09-15,29.07,43.98,29.73,26.1185,187.45,198.46,1.1266,1105.0,13.11,105.9
2015-09-16,29.1025,44.3,29.77,26.369500000000002,188.64,200.18,1.1289,1119.15,13.89,107.31
2015-09-17,28.48,44.25,29.71,26.9435,186.45,199.73,1.1435,1131.2,14.27,108.41
2015-09-18,28.3625,43.48,29.02,27.013,180.94,195.45,1.1305,1139.0,14.48,109.21
2015-09-21,28.8025,44.11,29.16,27.4195,183.35,196.46,1.1186,1133.1,14.0,108.53
2015-09-22,28.35,43.9,28.67,26.92,179.72,193.91,1.1118,1124.6,13.36,107.79
2015-09-23,28.58,43.87,28.74,26.803500000000003,179.41,193.6,1.1185,1130.0,13.26,108.22
2015-09-24,28.75,43.91,28.48,26.6875,176.91,192.9,1.1229,1153.62,14.22,110.49
2015-09-25,28.6775,43.94,28.81,26.212500000000002,179.83,192.85,1.1194,1145.86,13.98,109.81
2015-09-28,28.11,43.29,28.76,25.203000000000003,173.02,188.01,1.1243,1131.65,13.32,108.42
2015-09-29,27.265,43.44,29.24,24.8035,171.86,188.12,1.1245,1127.06,13.41,107.98
2015-09-30,27.575,44.26,30.14,25.5945,173.76,191.63,1.1176,1114.6,13.74,106.86
2015-10-01,27.395,44.61,30.0,26.036,176.02,192.13,1.1194,1113.16,13.41,106.73
2015-10-02,27.595,45.57,30.51,26.627,177.01,195.0,1.1209,1137.74,14.49,108.99
2015-10-05,27.695,46.63,31.21,27.183999999999997,180.7,198.47,1.1185,1135.6,15.12,108.77
2015-10-06,27.8275,46.75,31.74,26.874000000000002,180.32,197.79,1.1268,1146.7,15.68,109.86
2015-10-07,27.695,46.8,32.315,27.097000000000005,182.23,199.41,1.1235,1145.0,15.61,109.7
2015-10-08,27.375,47.45,32.52,26.658,181.07,201.21,1.1278,1138.56,15.41,109.14
2015-10-09,28.03,47.11,32.14,26.99,179.19,201.33,1.1354,1157.13,16.26,110.87
2015-10-12,27.9,47.0,32.21,27.509500000000003,180.23,201.52,1.1355,1163.6,15.78,111.31
2015-10-13,27.9475,46.89,32.04,27.445,180.97,200.25,1.1376,1168.4,15.87,111.86
2015-10-14,27.5525,46.68,32.8,27.241500000000002,179.51,199.29,1.1473,1184.81,16.9,113.81
2015-10-15,27.965,47.01,32.75,28.122000000000003,184.96,202.35,1.1382,1182.7,16.89,113.29
2015-10-16,27.76,47.51,33.04,28.538,185.18,203.27,1.1346,1176.9,16.39,112.49
2015-10-19,27.9325,47.62,33.59,28.6575,185.74,203.37,1.1324,1170.3,15.7,112.02
2015-10-20,28.4425,47.77,33.44,28.044,185.51,203.11,1.1344,1175.7,16.33,112.73
2015-10-21,28.44,47.2,33.37,27.7885,179.7,201.85,1.1336,1166.7,15.85,111.73
2015-10-22,28.875,48.03,34.4,28.1955,183.56,205.26,1.1106,1165.65,16.12,111.69
2015-10-23,29.77,52.87,34.9,29.9515,185.5,207.51,1.1014,1163.86,16.52,111.5
2015-10-26,28.82,54.25,34.59,30.430500000000002,187.01,207.0,1.1056,1162.8,16.01,111.43
2015-10-27,28.6375,53.69,34.47,30.5505,186.31,206.6,1.1048,1166.55,16.04,111.68
2015-10-28,29.8175,53.98,34.71,30.855000000000004,191.32,208.95,1.092,1155.7,15.89,110.78
2015-10-29,30.1325,53.36,34.03,31.3275,189.89,208.83,1.0976,1145.51,15.12,109.72
2015-10-30,29.875,52.64,33.86,31.295,187.5,207.93,1.1005,1142.0,14.96,109.3
2015-11-02,30.295,53.24,34.11,31.417500000000004,189.68,210.39,1.1013,1133.35,15.02,108.59
2015-11-03,30.6425,54.15,34.31,31.2655,190.69,211.0,1.0966,1117.21,14.94,106.98
2015-11-04,30.5,54.4,34.15,32.04750000000001,191.65,210.36,1.0862,1107.06,14.62,105.97
2015-11-05,30.23,54.38,34.0,32.7825,192.02,210.15,1.0881,1103.55,14.08,105.64
2015-11-06,30.265,54.92,33.84,32.9685,199.17,210.04,1.0738,1088.26,13.46,104.1
2015-11-09,30.1425,54.16,33.35,32.7745,196.76,208.08,1.0749,1091.71,13.83,104.4
2015-11-10,29.1925,53.51,33.21,32.984,197.81,208.56,1.0723,1089.51,13.47,104.18
2015-11-11,29.0275,53.65,32.86,33.6625,197.39,207.74,1.0743,1085.76,13.65,103.83
2015-11-12,28.93,53.32,32.4,33.28,192.77,204.84,1.0817,1084.65,13.47,103.85
2015-11-13,28.085,52.84,32.11,32.1175,190.39,202.54,1.0777,1083.26,13.619,103.56
2015-11-16,28.54375,53.765,32.1,32.390499999999996,192.16,205.62,1.0684,1082.46,13.74,103.71
2015-11-17,28.4225,52.97,32.64,32.165,190.57,205.47,1.0641,1069.96,13.08,102.34
2015-11-18,29.3225,53.85,33.16,33.177,193.66,208.73,1.0658,1070.76,13.49,102.43
2015-11-19,29.695,53.94,34.3,33.0635,193.03,208.55,1.0732,1082.0,13.97,103.56
2015-11-20,29.825,54.19,34.66,33.42250000000001,191.47,209.3108,1.0643,1077.71,13.4,103.09
2015-11-23,29.4375,54.19,34.48,33.9495,189.19,209.07,1.0634,1068.94,13.33,102.26
2015-11-24,29.72,54.25,34.36,33.5575,188.67,209.35,1.064,1075.11,13.84,102.94
2015-11-25,29.5075,53.69,34.45,33.767,189.15,209.32,1.0626,1071.01,13.71,102.46
2015-11-26,,,,,,,1.0609,1071.3,,
2015-11-27,29.4525,53.93,34.46,33.663000000000004,190.47,209.56,1.059,1058.41,13.45,101.25
2015-11-30,29.575,54.35,34.77,33.24,190.02,208.69,1.0563,1064.02,13.76,101.92
2015-12-01,29.335,55.22,35.09,33.952999999999996,193.07,210.68,1.0631,1069.11,14.16,102.28
2015-12-02,29.07,55.21,34.83,33.8005,190.26,208.529,1.0611,1053.31,13.79,100.69
2015-12-03,28.8,54.2,34.04,33.3125,185.2,205.61,1.0938,1062.17,14.083,101.76
2015-12-04,29.7575,55.91,34.935,33.632,189.99,209.62,1.0884,1086.61,14.83,104.02
2015-12-07,29.57,55.81,34.985,33.4915,185.49,208.35,1.0835,1069.99,14.2,102.67
2015-12-08,29.5575,55.79,34.75,33.8665,182.92,206.949,1.0893,1074.31,14.08,102.84
2015-12-09,28.905,54.98,34.81,33.2395,180.71,205.34,1.1025,1072.81,14.27,102.64
2015-12-10,29.0425,55.27,34.77,33.11600000000001,182.11,205.87,1.094,1071.14,14.21,102.55
2015-12-11,28.295,54.06,34.27,32.0075,176.56,201.88,1.0987,1074.51,14.38,103.11
2015-12-14,28.12,55.14,34.47,32.8955,176.4,202.9008,1.099,1062.6,13.56,101.79
2015-12-15,27.6225,55.2,35.18,32.932,182.01,205.0308,1.0927,1060.36,13.63,101.52
2015-12-16,27.835,56.13,35.3,33.7885,186.21,208.03,1.0911,1072.56,14.17,102.75
2015-12-17,27.245,55.7,34.91,33.5325,182.61,204.86,1.0825,1051.36,13.34,100.5
2015-12-18,26.5075,54.13,33.865,33.207,175.49,200.0208,1.0865,1065.81,13.635,102.04
2015-12-21,26.8325,54.83,34.24,33.225500000000004,177.75,201.67,1.0912,1078.06,13.76,103.15
2015-12-22,26.8075,55.35,34.73,33.1575,180.05,203.5,1.0954,1071.96,13.68,102.61
2015-12-23,27.1525,55.82,35.0,33.185,182.95,206.02,1.0909,1070.1,13.965,102.31
2015-12-24,27.0075,55.67,34.98,33.1395,182.47,205.68,1.0969,1075.13,14.27,103.05
2015-12-25,,,,,,,1.0973,1075.5,,
2015-12-28,26.705,55.95,34.93,33.760000000000005,181.62,205.21,1.0965,1068.65,13.79,102.27
2015-12-29,27.185,56.55,35.44,34.6985,183.53,207.4,1.0917,1068.61,13.95,102.2
2015-12-30,26.83,56.31,34.99,34.453500000000005,182.01,205.93,1.0929,1060.7,13.66,101.42
2015-12-31,26.315,55.48,34.45,33.7945,180.23,203.87,1.086,1060.91,13.72,101.46
2016-01-01,,,,,,,1.0858,1060.24,,
2016-01-04,26.3375,54.8,33.99,31.849500000000003,177.14,201.0192,1.0829,1074.3,14.09,102.89
2016-01-05,25.6775,55.05,33.83,31.6895,174.09,201.36,1.0746,1077.26,14.02,103.18
