Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,.SPX,.VIX,EUR=,XAU=,GDX,GLD
2019-05-27 07:00:00,,,,,,,,,1.1204,1285.8894,,
2019-05-27 08:00:00,,,,,,,,,1.1195,1285.4137,,
2019-05-27 09:00:00,,,,,,,,,1.1191,1285.81,,
2019-05-27 10:00:00,,,,,,,,,1.1192,1285.85,,
2019-05-27 11:00:00,,,,,,,,,1.119,1285.7783,,
2019-05-27 12:00:00,,,,,,,,,1.1195,1285.405,,
2019-05-27 13:00:00,,,,,,,,,1.1195,1285.3843,,
2019-05-27 14:00:00,,,,,,,,,1.119,1285.463,,
2019-05-27 15:00:00,,,,,,,,,1.119,1284.91,,
2019-05-27 16:00:00,,,,,,,,,1.1191,1284.8409,,
2019-05-27 17:00:00,,,,,,,,,1.119,1284.9342,,
2019-05-27 18:00:00,,,,,,,,,1.1198,1285.34,,
2019-05-27 19:00:00,,,,,,,,,1.1198,,,
2019-05-27 20:00:00,,,,,,,,,1.1193,,,
2019-05-27 21:00:00,,,,,,,,,1.1196,,,
2019-05-27 22:00:00,,,,,,,,,1.1193,1284.8,,
2019-05-27 23:00:00,,,,,,,,,1.1193,1285.145,,
2019-05-28 00:00:00,,,,,,,,,1.1192,1285.6281,,
2019-05-28 01:00:00,,,,,,,,,1.1192,1284.493,,
2019-05-28 02:00:00,,,,,,,,,1.1183,1282.8254,,
2019-05-28 03:00:00,,,,,,,,,1.118,1282.968,,
2019-05-28 04:00:00,,,,,,,,,1.1182,1283.0481,,
2019-05-28 05:00:00,,,,,,,,,1.118,1282.6682,,
2019-05-28 06:00:00,,,,,,,,,1.1184,1283.0425,,
2019-05-28 07:00:00,,,,,,,,,1.1182,1282.943,,
2019-05-28 08:00:00,,,,,,,,16.51,1.1185,1283.11,,
2019-05-28 09:00:00,178.15,126.16,44.71,1823.11,,282.47,,16.91,1.119,1284.4,20.41,
2019-05-28 10:00:00,178.9,126.47,44.69,1830.0,,282.9,,16.67,1.1188,1283.4169,,121.15
2019-05-28 11:00:00,178.41,126.3,44.54,1829.1,,282.76,,16.8,1.1187,1283.8011,20.39,121.16
2019-05-28 12:00:00,178.99,126.55,44.66,1834.88,,283.18,,16.57,1.1192,1282.03,20.43,121.11
2019-05-28 13:00:00,178.65,126.47,44.48,1831.51,,283.08,,16.48,1.1187,1278.54,20.42,120.72
2019-05-28 14:00:00,179.53,127.9,43.665,1841.96,191.99,283.88,2838.75,16.1,1.1192,1277.96,20.46,120.69
2019-05-28 15:00:00,178.86,127.4,43.495,1838.5834,191.385,282.85,2827.94,16.44,1.1172,1278.05,20.49,120.71
2019-05-28 16:00:00,179.046,127.474,43.55,1844.861,191.05,283.02,2829.33,16.41,1.1174,1279.21,20.46,120.78
2019-05-28 17:00:00,178.81,127.42,43.66,1845.9456,190.84,282.91,2828.12,16.35,1.1163,1277.759,20.34,120.6269
2019-05-28 18:00:00,179.21,127.2,43.61,1845.0,191.03,282.6135,2825.23,16.38,1.1169,1278.0189,20.35,120.63
2019-05-28 19:00:00,178.93,126.8054,43.48,1839.83,190.17,281.64,2815.65,16.98,1.1163,1278.1,20.295,120.67
2019-05-28 20:00:00,178.17,126.07,43.58,1835.61,189.46,280.2,2802.06,17.51,1.1165,1279.5901,20.43,120.81
2019-05-28 21:00:00,178.19,126.35,43.59,1836.25,189.44,280.54,2802.39,17.5,1.1165,1279.06,20.42,120.82
2019-05-28 22:00:00,178.23,126.16,43.57,1835.0,,280.45,2802.39,,1.1165,,20.29,120.86
2019-05-28 23:00:00,178.48,126.39,43.575,1836.97,,280.56,,,1.1164,1279.175,20.42,120.83
2019-05-29 00:00:00,178.35,126.3,43.55,1836.0,,280.48,,,1.1166,1279.87,,120.75
2019-05-29 01:00:00,,,,,,,,,1.1167,1280.923,,
2019-05-29 02:00:00,,,,,,,,,1.1165,1279.87,,
2019-05-29 03:00:00,,,,,,,,,1.1164,1280.0742,,
2019-05-29 04:00:00,,,,,,,,,1.1165,1279.25,,
2019-05-29 05:00:00,,,,,,,,,1.1164,1280.9825,,
2019-05-29 06:00:00,,,,,,,,,1.1166,1280.87,,
2019-05-29 07:00:00,,,,,,,,,1.1155,1283.9403,,
2019-05-29 08:00:00,,,,,,,,18.52,1.1152,1284.8138,,
2019-05-29 09:00:00,176.55,125.2,43.3,1826.82,,278.88,,18.48,1.1152,1283.6597,20.5,121.24
2019-05-29 10:00:00,175.95,125.21,43.21,1820.61,,278.79,,18.52,1.1154,1283.0116,20.52,121.22
2019-05-29 11:00:00,176.86,125.76,43.21,1827.0,,279.24,,18.19,1.1157,1283.12,,121.13
2019-05-29 12:00:00,176.31,125.41,43.11,1823.3,,278.94,,18.23,1.1149,1283.9342,20.55,121.2
2019-05-29 13:00:00,176.39,125.43,43.16,1821.75,,278.8,,18.24,1.1147,1282.2,20.54,121.01
2019-05-29 14:00:00,178.0,124.67,43.8365,1821.62,186.43,278.435,2782.64,18.35,1.1143,1282.5822,20.5,121.05
2019-05-29 15:00:00,177.7557,124.9,44.11,1818.24,187.2,278.295,2782.2,18.16,1.114,1282.1637,20.45,121.03
2019-05-29 16:00:00,176.91,124.32,43.82,1811.6263,185.37,277.01,2768.43,18.94,1.1135,1282.9,20.455,121.13
2019-05-29 17:00:00,177.6063,124.56,44.025,1810.0339,185.62,277.4312,2773.39,18.54,1.1134,1282.3051,20.4891,121.05
2019-05-29 18:00:00,177.83,125.17,44.09,1817.85,186.8,278.2,2781.07,18.07,1.1136,1281.4525,20.43,120.96
2019-05-29 19:00:00,177.18,124.765,44.09,1811.59,186.38,277.52,2774.08,18.28,1.1132,1282.1851,20.43,121.03
2019-05-29 20:00:00,177.3544,124.94,44.21,1820.2,188.03,278.34,2783.1,17.76,1.113,1280.181,20.42,120.86
2019-05-29 21:00:00,177.33,124.9,44.22,1818.12,188.05,278.16,2783.02,17.9,1.113,1279.7426,20.38,120.81
2019-05-29 22:00:00,177.29,124.76,44.19,1818.0,,278.05,,,1.1133,1279.2,20.42,120.78
2019-05-29 23:00:00,177.6,124.96,44.3,1820.0,,278.54,,,1.1135,1279.78,20.4,120.75
2019-05-30 00:00:00,177.55,124.96,44.33,1820.0,,278.24,,,1.1136,1279.83,,120.85
2019-05-30 01:00:00,,,,,,,,,1.1138,1279.8555,,
2019-05-30 02:00:00,,,,,,,,,1.1137,1278.218,,
2019-05-30 03:00:00,,,,,,,,,1.1138,1278.3448,,
2019-05-30 04:00:00,,,,,,,,,1.1138,1277.924,,
2019-05-30 05:00:00,,,,,,,,,1.1138,1277.839,,
2019-05-30 06:00:00,,,,,,,,,1.1135,1276.81,,
2019-05-30 07:00:00,,,,,,,,,1.1134,1277.5485,,
2019-05-30 08:00:00,,,,,,,,17.32,1.113,1276.3146,,
2019-05-30 09:00:00,177.85,125.65,44.52,1827.22,,279.04,,17.38,1.1132,1277.0551,,120.55
2019-05-30 10:00:00,178.2,125.61,44.49,1827.86,,279.26,,17.21,1.1142,1276.5488,,120.55
2019-05-30 11:00:00,177.85,125.4,44.42,1824.57,,278.86,,17.41,1.1135,1276.7637,,120.54
2019-05-30 12:00:00,177.68,125.3,44.38,1823.9,,278.77,,17.43,1.1134,1277.5789,20.43,120.58
2019-05-30 13:00:00,178.21,125.5,44.45,1824.14,,279.0,,17.31,1.1131,1281.24,20.49,120.91
2019-05-30 14:00:00,178.7069,125.35,44.8343,1826.376,188.86,279.73,2796.21,16.86,1.1122,1280.8527,20.42,120.8981
2019-05-30 15:00:00,178.13,125.16,44.67,1818.75,186.88,279.08,2789.62,17.38,1.1124,1283.6949,20.51,121.16
2019-05-30 16:00:00,177.77,125.25,44.505,1815.8,186.66,278.72,2785.4,17.54,1.1137,1287.301,20.58,121.52
2019-05-30 17:00:00,177.68,125.468,44.685,1821.7682,187.71,279.27,2791.17,17.27,1.1135,1287.09,20.68,121.5
2019-05-30 18:00:00,177.6322,125.155,44.6228,1815.9298,187.37,278.7565,2786.06,17.49,1.1137,1287.8975,20.74,121.59
2019-05-30 19:00:00,177.4817,125.375,44.64,1814.3299,186.4,278.665,2784.88,17.69,1.1133,1288.1067,20.735,121.59
2019-05-30 20:00:00,178.25,125.73,44.75,1815.81,187.45,279.05,2788.78,17.41,1.1133,1288.6895,20.77,121.68
2019-05-30 21:00:00,178.34,125.66,44.68,1815.75,187.37,279.14,2788.86,17.3,1.113,1288.36,20.8,121.63
2019-05-30 22:00:00,178.02,125.7,44.73,1814.5,,279.02,2788.86,,1.1128,1287.95,20.85,121.65
2019-05-30 23:00:00,178.02,125.62,44.71,1815.0,,279.08,,,1.113,1288.025,20.82,121.63
2019-05-31 00:00:00,176.8,124.55,44.25,1800.0,,276.72,,,1.1128,1290.333,20.9,121.78
2019-05-31 01:00:00,,,,,,,,,1.1132,1291.71,,
2019-05-31 02:00:00,,,,,,,,,1.1135,1291.756,,
2019-05-31 03:00:00,,,,,,,,,1.1132,1290.7563,,
2019-05-31 04:00:00,,,,,,,,,1.1129,1291.4952,,
2019-05-31 05:00:00,,,,,,,,,1.1126,1292.593,,
2019-05-31 06:00:00,,,,,,,,,1.1129,1292.4857,,
2019-05-31 07:00:00,,,,,,,,,1.1134,1294.4441,,
2019-05-31 08:00:00,,,,,,,,19.0,1.1141,1294.8,,
2019-05-31 09:00:00,175.29,124.15,44.3,1782.02,,276.25,,18.97,1.1147,1294.7926,20.87,122.2
2019-05-31 10:00:00,174.67,123.65,44.1,1776.69,,275.73,,19.68,1.1149,1298.7955,21.12,122.6
2019-05-31 11:00:00,174.88,123.5,44.18,1778.01,,276.04,,19.47,1.1145,1297.3624,21.03,122.46
2019-05-31 12:00:00,175.5,124.0,44.12,1786.0,,276.1,,19.35,1.1142,1297.5559,21.06,122.49
2019-05-31 13:00:00,175.85,124.18,44.2,1789.84,,276.28,,19.21,1.1155,1297.2332,21.09,122.44
2019-05-31 14:00:00,176.9,123.83,44.04,1786.19,183.99,275.88,2756.64,18.96,1.1157,1296.31,21.275,122.4
2019-05-31 15:00:00,177.43,123.94,44.785,1789.38,184.29,276.335,2761.45,18.45,1.114,1302.4589,21.55,122.965
2019-05-31 16:00:00,177.1,123.7122,44.435,1790.8972,184.51,276.73,2765.21,18.22,1.1148,1301.7207,21.5525,122.9
2019-05-31 17:00:00,176.84,123.51,44.225,1785.2798,183.5,275.99,2757.84,18.6,1.1159,1304.4041,21.74,123.2
2019-05-31 18:00:00,177.231,123.93,44.26,1784.8206,184.07,276.52,2763.13,18.3,1.1165,1304.5,21.68,123.2
2019-05-31 19:00:00,176.14,123.8052,44.26,1777.6244,182.99,276.02,2758.33,18.43,1.1173,1306.285,21.71,123.34
2019-05-31 20:00:00,175.0,123.59,44.02,1774.92,182.47,275.37,2752.08,18.71,1.1172,1306.325,21.62,123.33
2019-05-31 21:00:00,175.03,123.78,44.11,1775.0,182.49,275.43,2752.06,18.71,1.1167,1305.4,21.6,123.33
2019-05-31 22:00:00,176.4526,123.8,44.12,1775.38,,275.4,2752.06,,1.1167,1305.25,21.59,123.37
2019-05-31 23:00:00,174.84,123.68,44.12,1775.0,,275.3,,,,,21.56,123.33
2019-06-01 00:00:00,174.93,123.6,44.1,1775.15,,275.3,,,,,21.6,123.4
2019-06-02 19:00:00,,,,,,,,,1.1168,,,
2019-06-02 20:00:00,,,,,,,,,1.1158,,,
2019-06-02 21:00:00,,,,,,,,,1.1164,,,
2019-06-02 22:00:00,,,,,,,,,1.1168,,,
2019-06-02 23:00:00,,,,,,,,,1.1172,1308.14,,
2019-06-03 00:00:00,,,,,,,,,1.1173,1309.2448,,
2019-06-03 01:00:00,,,,,,,,,1.1178,1308.5931,,
2019-06-03 02:00:00,,,,,,,,,1.1183,1311.533,,
2019-06-03 03:00:00,,,,,,,,,1.1188,1312.4893,,
2019-06-03 04:00:00,,,,,,,,,1.1184,1311.76,,
2019-06-03 05:00:00,,,,,,,,,1.1175,1312.5704,,
2019-06-03 06:00:00,,,,,,,,,1.1173,1311.3224,,
2019-06-03 07:00:00,,,,,,,,,1.1162,1309.5649,,
2019-06-03 08:00:00,,,,,,,,19.47,1.1171,1315.1027,,
2019-06-03 09:00:00,174.19,122.85,43.9,1755.95,,274.07,,19.11,1.1179,1314.2632,21.81,124.1
2019-06-03 10:00:00,174.62,123.08,43.96,1758.88,,274.62,,18.89,1.1171,1314.06,21.97,124.08
2019-06-03 11:00:00,174.5,123.25,43.89,1753.83,,274.42,,18.91,1.1182,1316.4696,22.01,124.27
2019-06-03 12:00:00,175.1,123.31,44.07,1756.0,,274.66,,18.78,1.1179,1317.006,22.01,124.34
2019-06-03 13:00:00,176.32,123.54,44.19,1764.99,,275.19,,18.62,1.1193,1315.66,22.01,124.22
2019-06-03 14:00:00,177.02,121.9327,44.15,1708.63,181.42,274.6,2744.02,19.13,1.12,1316.6385,22.12,124.278
2019-06-03 15:00:00,177.21,122.81,44.3976,1718.3875,182.07,276.32,2761.29,18.19,1.12,1319.56,22.115,124.58
2019-06-03 16:00:00,176.6521,122.075,43.745,1712.96,181.94,275.14,2749.28,18.61,1.1203,1318.91,22.22,124.5265
2019-06-03 17:00:00,175.65,121.025,43.57,1693.49,181.2,274.03,2738.42,19.3,1.1215,1320.6128,22.29,124.65
2019-06-03 18:00:00,173.54,120.62,43.64,1694.1378,182.97,274.92,2747.16,19.08,1.1242,1325.41,22.4,125.13
2019-06-03 19:00:00,172.3,119.75,43.35,1686.07,182.46,274.02,2738.1,19.55,1.1256,1326.2039,22.45,125.18
2019-06-03 20:00:00,173.28,119.88,43.44,1692.76,183.19,274.58,2743.04,19.07,1.1245,1325.21,22.48,125.11
2019-06-03 21:00:00,173.69,120.19,43.58,1695.5,183.19,275.53,2744.45,18.86,1.1247,1324.61,22.46,125.03
2019-06-03 22:00:00,173.93,120.34,43.67,1691.7,,275.54,2744.45,,1.1244,1324.77,22.45,125.04
2019-06-03 23:00:00,173.81,120.32,43.56,1692.24,,275.46,,,1.1245,1324.7327,22.45,125.11
2019-06-04 00:00:00,174.1,120.15,43.7,1689.0,,275.33,,,1.1244,1324.81,22.43,124.92
2019-06-04 01:00:00,,,,,,,,,1.1248,1326.9719,,
2019-06-04 02:00:00,,,,,,,,,1.1246,1324.81,,
2019-06-04 03:00:00,,,,,,,,,1.1253,1323.88,,
2019-06-04 04:00:00,,,,,,,,,1.1253,1322.2,,
2019-06-04 05:00:00,,,,,,,,,1.1245,1322.97,,
2019-06-04 06:00:00,,,,,,,,,1.1252,1324.541,,
2019-06-04 07:00:00,,,,,,,,,1.1264,1326.3636,,
2019-06-04 08:00:00,,,,,,,,18.48,1.1261,1328.3105,,
2019-06-04 09:00:00,174.7,120.47,43.88,1702.2,,276.42,,18.44,1.1244,1324.5278,22.6,125.01
2019-06-04 10:00:00,174.76,120.9,43.87,1703.05,,276.47,,18.44,1.1246,1324.9047,22.46,125.02
2019-06-04 11:00:00,174.41,120.57,43.97,1699.2,,276.27,,18.46,1.1257,1326.7111,,125.2
2019-06-04 12:00:00,174.6,120.84,43.95,1700.0,,276.75,,18.28,1.1251,1323.3593,22.35,124.88
2019-06-04 13:00:00,175.21,121.18,44.0,1702.0,,277.04,,18.25,1.1233,1323.0,22.26,124.89
2019-06-04 14:00:00,176.15,121.3382,43.865,1686.0,186.18,277.07,2768.34,18.27,1.1252,1324.06,22.45,124.9838
2019-06-04 15:00:00,178.27,121.9,44.46,1708.43,188.72,278.11,2778.61,17.59,1.123,1321.213,22.28,124.68
2019-06-04 16:00:00,178.53,122.37,44.705,1721.427,189.12,279.135,2789.22,17.31,1.1235,1322.528,22.47,124.83
2019-06-04 17:00:00,178.629,122.48,44.695,1723.5,188.25,279.45,2792.35,17.35,1.1243,1323.3361,22.43,124.9037
2019-06-04 18:00:00,179.5152,122.73,44.805,1726.9473,188.5,279.785,2795.75,17.26,1.1256,1325.4091,22.54,125.11
2019-06-04 19:00:00,179.06,122.345,44.61,1721.82,188.24,279.3334,2791.25,17.43,1.1257,1326.0898,22.535,125.1693
2019-06-04 20:00:00,179.67,123.2,44.79,1730.169,189.87,280.52,2803.4,17.06,1.1257,1326.5107,22.58,125.18
2019-06-04 21:00:00,179.9,123.5,44.74,1731.0,189.88,280.72,2803.27,16.97,1.1251,1325.225,22.58,125.11
2019-06-04 22:00:00,180.25,123.68,44.8,1741.0,,280.83,,,1.1251,1324.88,22.57,125.2
2019-06-04 23:00:00,180.6,123.83,44.85,1737.0,,281.02,,,1.1251,1325.24,22.5,125.15
2019-06-05 00:00:00,181.5,123.85,44.87,1740.0,,281.36,,,1.1252,1325.306,22.55,125.2
2019-06-05 01:00:00,,,,,,,,,1.1256,1326.6,,
2019-06-05 02:00:00,,,,,,,,,1.1261,1326.6448,,
2019-06-05 03:00:00,,,,,,,,,1.1259,1325.615,,
2019-06-05 04:00:00,,,,,,,,,1.1261,1326.575,,
2019-06-05 05:00:00,,,,,,,,,1.1258,1325.7786,,
2019-06-05 06:00:00,,,,,,,,,1.1262,1327.118,,
2019-06-05 07:00:00,,,,,,,,,1.1259,1333.4921,,
2019-06-05 08:00:00,,,,,,,,16.84,1.1265,1333.3837,,
2019-06-05 09:00:00,182.01,124.08,45.09,1743.19,,281.54,,16.98,1.1277,1332.963,22.79,125.9
2019-06-05 10:00:00,182.5,124.68,45.2,1751.08,,282.45,,16.7,1.1281,1337.5,22.65,126.2
2019-06-05 11:00:00,182.67,124.66,45.2,1750.2,,282.6,,16.65,1.1259,1338.6295,22.88,126.33
2019-06-05 12:00:00,183.83,124.58,45.16,1747.5,,282.25,,16.78,1.1254,1334.8057,22.76,125.99
2019-06-05 13:00:00,183.52,124.3,45.07,1742.08,,281.53,,17.09,1.1291,1340.7616,22.95,126.53
2019-06-05 14:00:00,184.24,125.41,44.77,1733.09,188.41,281.8175,2814.94,17.1,1.1273,1337.473,22.78,126.2
2019-06-05 15:00:00,181.681,124.52,44.275,1720.99,187.74,280.8249,2805.24,17.35,1.1262,1332.4884,22.6001,125.75
2019-06-05 16:00:00,182.931,125.25,44.54,1738.485,188.24,281.875,2816.11,16.78,1.1241,1328.7369,22.45,125.41
2019-06-05 17:00:00,182.01,124.84,44.54,1728.354,188.23,281.97,2817.36,16.69,1.1234,1328.55,22.49,125.39
2019-06-05 18:00:00,182.2921,125.16,44.44,1734.6159,188.35,282.485,2822.17,16.48,1.1232,1329.3523,22.545,125.46
2019-06-05 19:00:00,182.32,125.345,44.27,1735.1914,188.52,282.255,2820.19,16.57,1.1224,1328.6404,22.53,125.395
2019-06-05 20:00:00,182.541,125.8219,44.55,1739.42,188.44,282.9,2826.02,16.16,1.1224,1329.333,22.59,125.45
2019-06-05 21:00:00,182.7106,125.8,44.53,1738.4999,188.44,283.05,2826.15,16.09,1.1219,1330.1,22.64,125.52
2019-06-05 22:00:00,182.3,125.68,44.53,1734.0,,282.35,,,1.1225,1329.78,22.63,125.47
2019-06-05 23:00:00,181.46,125.35,44.58,1724.7,,282.1,,,1.1227,1332.455,22.6701,125.99
2019-06-06 00:00:00,181.99,125.0,44.68,1729.75,,282.38,,,1.1226,1330.923,22.61,125.9899
2019-06-06 01:00:00,,,,,,,,,1.1225,1328.86,,
2019-06-06 02:00:00,,,,,,,,,1.1225,1328.808,,
2019-06-06 03:00:00,,,,,,,,,1.1226,1330.3975,,
2019-06-06 04:00:00,,,,,,,,,1.123,1331.295,,
2019-06-06 05:00:00,,,,,,,,,1.1231,1330.761,,
2019-06-06 06:00:00,,,,,,,,,1.1232,1332.3397,,
2019-06-06 07:00:00,,,,,,,,,1.1227,1332.4056,,
2019-06-06 08:00:00,,,,,,,,16.05,1.123,1334.295,,
2019-06-06 09:00:00,183.45,126.4,44.75,1742.37,,283.81,,16.04,1.1242,1336.6704,22.68,126.14
2019-06-06 10:00:00,183.46,126.3,,1744.47,,283.73,,16.11,1.1235,1335.775,,126.15
2019-06-06 11:00:00,183.4,126.5,44.9,1744.68,,283.78,,16.06,1.1234,1336.845,22.71,126.13
2019-06-06 12:00:00,183.52,126.27,44.85,1741.0,,283.95,,15.95,1.1263,1336.5999,22.7,126.16
2019-06-06 13:00:00,182.77,125.7,44.71,1727.0,,283.1,,16.2,1.1284,1336.76,22.73,126.19
2019-06-06 14:00:00,182.27,125.9269,44.62,1731.08,187.73,282.86,2825.32,16.38,1.1253,1335.61,22.81,126.08
2019-06-06 15:00:00,182.9041,126.0053,44.6193,1734.9999,188.28,283.28,2829.44,16.33,1.1279,1336.1678,22.65,126.07
2019-06-06 16:00:00,183.3001,126.35,44.62,1734.87,187.95,283.19,2828.59,16.06,1.1293,1338.3875,22.745,126.3263
2019-06-06 17:00:00,183.39,126.527,44.7099,1739.015,188.0,283.59,2832.67,15.94,1.1292,1338.9717,22.875,126.4
2019-06-06 18:00:00,183.3862,126.59,44.7679,1737.562,188.43,283.7338,2834.17,16.01,1.1286,1337.8282,22.885,126.2776
2019-06-06 19:00:00,184.03,127.1276,44.84,1745.45,189.49,284.19,2838.79,16.05,1.1271,1334.2881,22.83,125.94
2019-06-06 20:00:00,185.23,127.9,45.1,1754.32,189.82,284.74,2843.61,15.94,1.1273,1333.45,22.86,125.89
2019-06-06 21:00:00,184.56,127.72,45.09,1748.67,189.81,284.28,2843.49,15.93,1.1274,1334.84,22.87,126.0
2019-06-06 22:00:00,184.9,127.58,45.02,1749.0,,284.23,,,1.1275,1334.8,22.89,126.35
2019-06-06 23:00:00,184.75,127.6,45.09,1747.99,,284.19,,,1.1277,1334.9856,22.88,126.06
2019-06-07 00:00:00,185.33,127.7,45.1,1750.25,,284.71,,,1.1273,1333.46,22.83,125.86
2019-06-07 01:00:00,,,,,,,,,1.1272,1332.91,,
2019-06-07 02:00:00,,,,,,,,,1.1272,1333.3149,,
2019-06-07 03:00:00,,,,,,,,,1.1268,1333.3344,,
2019-06-07 04:00:00,,,,,,,,,1.1266,1333.0966,,
2019-06-07 05:00:00,,,,,,,,,1.1267,1333.0088,,
2019-06-07 06:00:00,,,,,,,,,1.1262,1332.1018,,
2019-06-07 07:00:00,,,,,,,,,1.1261,1331.311,,
2019-06-07 08:00:00,,,,,,,,15.56,1.1261,1335.358,,
2019-06-07 09:00:00,186.5,128.31,45.2,1761.37,,285.65,,15.55,1.1262,1335.8409,22.9,126.05
2019-06-07 10:00:00,186.7,128.33,45.3,1768.9,,285.65,,15.54,1.1255,1332.66,,125.83
2019-06-07 11:00:00,186.38,128.55,45.16,1766.74,,285.84,,15.5,1.1261,1333.0345,,125.84
2019-06-07 12:00:00,185.89,128.29,45.24,1757.66,,285.62,,15.66,1.1269,1335.5035,22.87,126.03
2019-06-07 13:00:00,186.15,128.2801,45.2,1754.5,,285.5,,15.81,1.1315,1341.203,23.0,126.53
2019-06-07 14:00:00,188.56,130.6812,45.434,1782.026,189.86,287.05,2867.72,15.78,1.1319,1340.7008,22.96,126.52
2019-06-07 15:00:00,191.65,131.9401,45.9125,1803.1057,190.04,288.73,2883.83,15.75,1.1336,1345.0129,22.95,126.93
2019-06-07 16:00:00,190.4779,131.61,45.9618,1799.1735,188.79,287.85,2875.17,16.18,1.1325,1339.81,22.79,126.46
2019-06-07 17:00:00,190.2629,131.905,46.01,1801.89,190.11,288.49,2881.46,16.3,1.1338,1343.2159,22.885,126.76
2019-06-07 18:00:00,190.49,131.695,46.01,1801.46,190.31,288.29,2879.47,16.28,1.1341,1341.5382,22.85,126.62
2019-06-07 19:00:00,189.94,131.5,45.96,1800.08,190.11,287.76,2874.36,16.37,1.1338,1339.91,22.835,126.48
2019-06-07 20:00:00,190.14,131.4,46.03,1804.02,189.8,287.63,2872.92,16.28,1.1331,1341.2157,22.87,126.59
2019-06-07 21:00:00,190.1,131.58,45.9828,1803.49,189.81,287.98,2873.34,16.3,1.1331,1340.26,22.84,126.58
2019-06-07 22:00:00,190.05,131.48,46.03,1803.08,,287.88,,,1.1331,1340.3,22.9,126.58
2019-06-07 23:00:00,190.07,131.45,46.1,1803.49,,287.96,,,,,22.94,126.56
2019-06-08 00:00:00,190.25,131.45,46.01,1802.93,,288.04,,,,,22.87,126.6
2019-06-09 19:00:00,,,,,,,,,1.1331,,,
2019-06-09 20:00:00,,,,,,,,,1.1314,,,
2019-06-09 21:00:00,,,,,,,,,1.1321,,,
2019-06-09 22:00:00,,,,,,,,,1.1327,,,
2019-06-09 23:00:00,,,,,,,,,1.1316,1334.4025,,
2019-06-10 00:00:00,,,,,,,,,1.1318,1334.71,,
2019-06-10 01:00:00,,,,,,,,,1.1316,1335.525,,
2019-06-10 02:00:00,,,,,,,,,1.1314,1329.86,,
2019-06-10 03:00:00,,,,,,,,,1.1311,1329.8282,,
2019-06-10 04:00:00,,,,,,,,,1.131,1329.493,,
2019-06-10 05:00:00,,,,,,,,,1.1306,1328.085,,
2019-06-10 06:00:00,,,,,,,,,1.1303,1326.71,,
2019-06-10 07:00:00,,,,,,,,,1.1309,1326.7314,,
2019-06-10 08:00:00,,,,,,,,16.2,1.1291,1325.7,,
2019-06-10 09:00:00,191.26,132.9,46.31,1813.74,,288.62,,16.26,1.1295,1327.026,22.48,125.22
2019-06-10 10:00:00,190.54,132.98,46.31,1809.99,,288.67,,16.17,1.1305,1327.91,22.48,125.37
2019-06-10 11:00:00,191.0,132.3,46.31,1812.76,,288.67,,16.11,1.1307,1328.171,22.55,125.33
2019-06-10 12:00:00,193.24,133.07,46.24,1819.4,,289.19,,16.0,1.1296,1325.1228,22.42,125.1
2019-06-10 13:00:00,192.75,132.8,46.03,1818.88,,289.13,,16.05,1.1307,1329.0945,22.53,125.42
2019-06-10 14:00:00,192.73,132.74,46.8,1843.995,195.24,289.68,2893.14,16.13,1.1299,1328.7953,22.4,125.42
2019-06-10 15:00:00,193.443,133.43,46.82,1873.4,196.83,289.96,2896.49,16.24,1.1314,1329.2209,22.4483,125.45
2019-06-10 16:00:00,195.135,133.8477,47.16,1880.24,196.07,290.7,2903.78,16.11,1.1308,1328.0719,22.37,125.33
2019-06-10 17:00:00,193.62,133.3,46.96,1870.07,195.28,289.82,2894.79,16.25,1.1314,1327.171,22.31,125.25
2019-06-10 18:00:00,192.91,133.455,46.91,1873.17,194.78,289.67,2893.13,16.21,1.1312,1327.0763,22.34,125.24
2019-06-10 19:00:00,193.2921,133.035,46.9279,1872.24,194.62,289.7,2893.74,16.01,1.1313,1327.39,22.455,125.32
2019-06-10 20:00:00,192.52,132.6,46.8,1860.51,194.07,288.94,2886.69,16.07,1.1316,1328.04,22.46,125.33
2019-06-10 21:00:00,192.85,132.8,46.8,1863.0,194.12,289.23,2886.73,15.94,1.1312,1327.675,22.5,125.33
2019-06-10 22:00:00,192.88,132.84,46.85,1862.89,,289.2,,,1.1313,1327.73,22.49,125.33
2019-06-10 23:00:00,192.93,132.64,46.8,1862.0,,289.13,,,1.1314,1328.2744,22.49,125.3
2019-06-11 00:00:00,192.76,132.6,46.77,1862.5,,288.88,,,1.1318,1329.2423,22.49,125.5
2019-06-11 01:00:00,,,,,,,,,1.1314,1328.5792,,
2019-06-11 02:00:00,,,,,,,,,1.1309,1328.9432,,
2019-06-11 03:00:00,,,,,,,,,1.1313,1328.915,,
2019-06-11 04:00:00,,,,,,,,,1.1311,1328.41,,
2019-06-11 05:00:00,,,,,,,,,1.1316,1328.51,,
2019-06-11 06:00:00,,,,,,,,,1.1318,1328.1,,
2019-06-11 07:00:00,,,,,,,,,1.1314,1324.45,,
2019-06-11 08:00:00,,,,,,,,15.83,1.1319,1322.51,,
2019-06-11 09:00:00,194.0,133.65,46.99,1879.71,,290.17,,15.69,1.131,1321.9691,22.34,124.75
2019-06-11 10:00:00,194.49,133.82,47.16,1881.34,,290.55,,15.6,1.1316,1322.4358,22.34,124.75
